name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2
Vista Del Sol E,144,256992832,,residential,,,,"POLYGON ((-111.9304677 33.4126541, -111.9304507 33.4126541, -111.9304507 33.4126713, -111.9304127 33.4126713, -111.9304127 33.4126878, -111.9302417 33.412688, -111.9302417 33.4126696, -111.9302287 33.4126696, -111.9302277 33.4126373, -111.9301877 33.4126373, -111.9301877 33.4126741, -111.9301717 33.4126741, -111.9301717 33.4126845, -111.9300867 33.4126846, -111.9300867 33.4126724, -111.9300707 33.4126725, -111.9300707 33.412634, -111.9300277 33.412634, -111.9300277 33.4126707, -111.9300087 33.4126707, -111.9300087 33.4126829, -111.9299257 33.412683, -111.9299257 33.4126739, -111.9299067 33.4126714, -111.9299077 33.4126461, -111.9299077 33.4126445, -111.9298857 33.4126396, -111.9298847 33.4125298, -111.9299027 33.4125297, -111.9299027 33.4125008, -111.9299297 33.4125006, -111.9299297 33.4124816, -111.9300147 33.412481, -111.9300147 33.4124974, -111.9300337 33.4124973, -111.9300337 33.4125349, -111.9300657 33.4125347, -111.9300647 33.412499, -111.9300807 33.4124989, -111.9300797 33.412481, -111.9301737 33.4124804, -111.9301737 33.412498, -111.9301927 33.4124978, -111.9301927 33.412535, -111.9302217 33.4125348, -111.9302217 33.4125025, -111.9302447 33.4125023, -111.9302447 33.4124876, -111.9303027 33.4124872, -111.9303027 33.4124725, -111.9302887 33.4124726, -111.9302887 33.4124007, -111.9303087 33.4124006, -111.9303087 33.4123787, -111.9302387 33.4123791, -111.9302387 33.4123681, -111.9302237 33.4123682, -111.9302237 33.4123348, -111.9301857 33.4123351, -111.9301857 33.4123683, -111.9301667 33.4123685, -111.9301687 33.4123819, -111.9300797 33.412382, -111.9300797 33.412371, -111.9300647 33.412371, -111.9300647 33.4123393, -111.9300307 33.4123393, -111.9300307 33.4123687, -111.9300107 33.4123688, -111.9300107 33.4123822, -111.9299247 33.4123824, -111.9299247 33.4123714, -111.9299077 33.4123714, -111.9299077 33.4123366, -111.9298837 33.4123367, -111.9298837 33.4122279, -111.9299057 33.4122279, -111.9299057 33.4121984, -111.9299257 33.4121983, -111.9299257 33.4121823, -111.9300107 33.412182, -111.9300107 33.4121978, -111.9300267 33.4121977, -111.9300267 33.4122322, -111.9300637 33.412232, -111.9300637 33.4122015, -111.9300817 33.4122013, -111.9300817 33.4121823, -111.9301637 33.4121817, -111.9301637 33.4122005, -111.9301777 33.4122004, -111.9301787 33.4122314, -111.9302247 33.412231, -111.9302247 33.4122005, -111.9302457 33.4122003, -111.9302457 33.4121836, -111.9304077 33.4121822, -111.9304087 33.4122029, -111.9304417 33.4122026, -111.9304437 33.4122161, -111.9304627 33.412216, -111.9304627 33.4123228, -111.9304477 33.4123228, -111.9304477 33.41234, -111.9304207 33.41234, -111.9304207 33.4123786, -111.9304637 33.4123785, -111.9304637 33.4124895, -111.9304257 33.4124895, -111.9304257 33.4125303, -111.9304497 33.4125303, -111.9304507 33.4125451, -111.9304667 33.412545, -111.9304677 33.4126541))",POINT (-111.9301932 33.4124356),2271.3,24448.0
Vista Del Sol B,145,256992834,,residential,,,,"POLYGON ((-111.9297905 33.4125387, -111.9297505 33.4125392, -111.9297535 33.4126748, -111.9296895 33.4126758, -111.9296895 33.4126674, -111.9296715 33.4126648, -111.9296715 33.4126292, -111.9296285 33.4126298, -111.9296295 33.4126598, -111.9296095 33.4126601, -111.9296095 33.4126749, -111.9294375 33.4126778, -111.9294365 33.4126608, -111.9294035 33.4126613, -111.9293985 33.412645, -111.9293815 33.4126425, -111.9293815 33.4125456, -111.9294005 33.4125456, -111.9294005 33.4125284, -111.9294385 33.4125285, -111.9294385 33.4124781, -111.9293845 33.412478, -111.9293845 33.4123785, -111.9294355 33.4123786, -111.9294365 33.4123308, -111.9293925 33.4123307, -111.9293935 33.4123186, -111.9293775 33.4123161, -111.9293745 33.4122113, -111.9293955 33.4122139, -111.9293945 33.4121965, -111.9294365 33.4121962, -111.9294365 33.4121779, -111.9296035 33.4121766, -111.9296035 33.4121955, -111.9296185 33.4121954, -111.9296195 33.4122354, -111.9296765 33.4122351, -111.9296755 33.4122049, -111.9297045 33.4122048, -111.9297045 33.4121861, -111.9297435 33.4121859, -111.9297445 33.412314, -111.9297945 33.4123138, -111.9297945 33.4123758, -111.9296815 33.4123762, -111.9296815 33.4123634, -111.9296685 33.4123635, -111.9296685 33.412331, -111.9296295 33.4123312, -111.9296295 33.4123631, -111.9296115 33.4123631, -111.9296115 33.4123752, -111.9295555 33.4123755, -111.9295555 33.4123829, -111.9295785 33.4123827, -111.9295795 33.4124752, -111.9295605 33.4124754, -111.9295605 33.4124845, -111.9296105 33.412484, -111.9296105 33.4124966, -111.9296325 33.4124963, -111.9296335 33.4125314, -111.9296675 33.412531, -111.9296675 33.4124953, -111.9296895 33.412495, -111.9296895 33.4124791, -111.9297895 33.4124777, -111.9297905 33.4125387))",POINT (-111.9295622 33.41243),1549.8,16681.7
Vista Del Sol D,146,256992835,,residential,,,,"POLYGON ((-111.9304643 33.4120403, -111.9304433 33.4120406, -111.9304433 33.4120547, -111.9304033 33.4120553, -111.9304033 33.4120693, -111.9302523 33.4120715, -111.9302523 33.41206, -111.9302303 33.4120603, -111.9302293 33.4120266, -111.9301863 33.4120273, -111.9301873 33.4120588, -111.9301613 33.4120591, -111.9301613 33.4120705, -111.9300883 33.4120715, -111.9300873 33.4120606, -111.9300723 33.4120608, -111.9300713 33.4120313, -111.9300293 33.4120319, -111.9300303 33.4120616, -111.9300093 33.4120619, -111.9300103 33.412075, -111.9299263 33.4120762, -111.9299263 33.4120676, -111.9299103 33.4120678, -111.9299103 33.4120357, -111.9298783 33.4120361, -111.9298763 33.411924, -111.9299013 33.4119236, -111.9299013 33.4118958, -111.9299313 33.4118954, -111.9299303 33.4118733, -111.9300243 33.411872, -111.9300243 33.4118891, -111.9300383 33.4118889, -111.9300393 33.4119269, -111.9300643 33.4119266, -111.9300643 33.4118934, -111.9300863 33.4118931, -111.9300853 33.4118762, -111.9301693 33.411875, -111.9301703 33.4118932, -111.9301903 33.4118929, -111.9301913 33.4119284, -111.9302253 33.4119279, -111.9302253 33.411897, -111.9302493 33.4118967, -111.9302493 33.4118818, -111.9302903 33.4118812, -111.9302883 33.4117913, -111.9303103 33.411791, -111.9303093 33.4117717, -111.9302473 33.4117726, -111.9302473 33.4117598, -111.9302243 33.4117601, -111.9302233 33.4117301, -111.9301913 33.4117306, -111.9301923 33.4117593, -111.9301713 33.4117629, -111.9301703 33.4117737, -111.9300863 33.4117749, -111.9300863 33.4117643, -111.9300663 33.4117645, -111.9300653 33.4117269, -111.9300313 33.4117274, -111.9300323 33.4117583, -111.9300063 33.4117587, -111.9300063 33.4117697, -111.9299313 33.4117708, -111.9299313 33.4117609, -111.9299133 33.4117612, -111.9299123 33.4117329, -111.9298853 33.4117333, -111.9298823 33.411619, -111.9299063 33.4116187, -111.9299053 33.4115905, -111.9299333 33.41159, -111.9299333 33.4115781, -111.9300163 33.4115767, -111.9300163 33.4115851, -111.9300343 33.4115848, -111.9300353 33.4116222, -111.9300693 33.4116215, -111.9300693 33.411596, -111.9300913 33.4115955, -111.9300913 33.4115779, -111.9301683 33.4115764, -111.9301703 33.411588, -111.9301903 33.4115882, -111.9301893 33.411625, -111.9302303 33.4116256, -111.9302313 33.411593, -111.9302563 33.4115934, -111.9302563 33.4115799, -111.9303973 33.411582, -111.9303973 33.4116018, -111.9304373 33.4116024, -111.9304373 33.4116229, -111.9304583 33.4116233, -111.9304563 33.4117067, -111.9304443 33.4117065, -111.9304443 33.4117242, -111.9304183 33.4117239, -111.9304173 33.4117787, -111.9304613 33.4117793, -111.9304593 33.4118774, -111.9304213 33.4118769, -111.9304193 33.411928, -111.9304443 33.4119284, -111.9304473 33.4119407, -111.9304623 33.4119405, -111.9304643 33.4120403))",POINT (-111.9301858 33.4118274),2188.1,23552.7
Vista Del Sol C,147,256992836,,residential,,,,"POLYGON ((-111.9297757 33.4119419, -111.9297417 33.4119421, -111.9297427 33.4120789, -111.9296687 33.4120794, -111.9296687 33.4120636, -111.9296517 33.4120637, -111.9296517 33.4120301, -111.9296167 33.4120303, -111.9296167 33.4120638, -111.9295967 33.412064, -111.9295967 33.4120749, -111.9295027 33.4120755, -111.9295017 33.4120293, -111.9294737 33.4120294, -111.9294747 33.4120723, -111.9294237 33.4120726, -111.9294237 33.4120554, -111.9293867 33.4120555, -111.9293867 33.4120417, -111.9293727 33.4120417, -111.9293727 33.4119426, -111.9293887 33.4119426, -111.9293887 33.411926, -111.9294287 33.4119261, -111.9294297 33.4118711, -111.9293807 33.411871, -111.9293817 33.4117792, -111.9293927 33.4117792, -111.9293927 33.4117714, -111.9294297 33.4117718, -111.9294297 33.4117305, -111.9293887 33.4117301, -111.9293897 33.4117095, -111.9293767 33.4117094, -111.9293777 33.4116124, -111.9293917 33.4116126, -111.9293917 33.4115961, -111.9294247 33.4115965, -111.9294307 33.4115756, -111.9294777 33.4115752, -111.9294787 33.4116248, -111.9295017 33.4116247, -111.9295017 33.4115802, -111.9295957 33.4115796, -111.9295967 33.4115925, -111.9296167 33.4115924, -111.9296167 33.4116269, -111.9296637 33.4116267, -111.9296637 33.4115969, -111.9296887 33.4115969, -111.9296887 33.4115832, -111.9297377 33.4115831, -111.9297377 33.4117138, -111.9297747 33.4117138, -111.9297747 33.4117661, -111.9296797 33.4117661, -111.9296797 33.4117568, -111.9296617 33.4117567, -111.9296617 33.4117278, -111.9296197 33.4117277, -111.9296197 33.4117587, -111.9296007 33.4117586, -111.9296007 33.4117747, -111.9295457 33.4117746, -111.9295457 33.4117802, -111.9295677 33.4117802, -111.9295677 33.4118734, -111.9295497 33.4118733, -111.9295497 33.4118828, -111.9296057 33.4118827, -111.9296057 33.4118971, -111.9296217 33.4118971, -111.9296217 33.4119264, -111.9296527 33.4119263, -111.9296527 33.4118993, -111.9296757 33.4118991, -111.9296757 33.4118795, -111.9297747 33.4118789, -111.9297757 33.4119419))",POINT (-111.9295558 33.4118305),1498.0,16124.8
Vista Del Sol Residential Parking,148,256992837,,,parking,,,"POLYGON ((-111.9293184 33.4115479, -111.9293172 33.4126577, -111.9292512 33.4126577, -111.9292511 33.4127003, -111.9287207 33.4126999, -111.9287208 33.4125633, -111.928514 33.4125632, -111.9285149 33.4116263, -111.9285941 33.4116264, -111.9285941 33.4115474, -111.9293184 33.4115479))",POINT (-111.928927 33.4121097),9158.9,98585.7
,149,256992838,,yes,,,,"POLYGON ((-111.9259873 33.4096856, -111.9259883 33.4097955, -111.9258833 33.4097962, -111.9258811 33.4095483, -111.9259861 33.4095476, -111.9259856 33.4094977, -111.9261113 33.4094969, -111.926113 33.4096848, -111.9259873 33.4096856))",POINT (-111.9259892 33.4096335),511.8,5508.5
,150,256993229,,,,pitch,,"POLYGON ((-111.9269058 33.4116957, -111.926905 33.4113749, -111.9266977 33.4113752, -111.9266984 33.411696, -111.9269058 33.4116957))",POINT (-111.9268017 33.4115355),685.7,7380.8
Adelphi Commons (Northwest),151,257007821,,residential,,,,"POLYGON ((-111.9282572 33.4145538, -111.9284042 33.4145531, -111.9283982 33.4137602, -111.9282141 33.4137638, -111.9282169 33.4137951, -111.9282021 33.4137954, -111.9282029 33.4138287, -111.928313 33.4138291, -111.9283137 33.4139262, -111.9282551 33.4139265, -111.9282556 33.4140926, -111.9283134 33.4140909, -111.9283157 33.4141873, -111.9282054 33.4141895, -111.9282053 33.4142197, -111.9282165 33.4142202, -111.9282158 33.4142528, -111.9283145 33.4142529, -111.9283132 33.4143052, -111.9282114 33.4143085, -111.9282119 33.4143375, -111.9282044 33.4143384, -111.9282043 33.4143729, -111.9283141 33.414372, -111.9283167 33.4144696, -111.9282562 33.4144713, -111.9282572 33.4145538))",POINT (-111.9283286 33.4141543),1072.0,11539.3
Adelphi Commons (Northeast),152,257007822,,residential,,,,"POLYGON ((-111.9280642 33.4145514, -111.9274998 33.414552, -111.9274977 33.414434, -111.9275994 33.4144331, -111.9275988 33.4144833, -111.9277133 33.4144839, -111.92771 33.4143911, -111.9277509 33.4143899, -111.9277525 33.4143986, -111.9277886 33.4143993, -111.9277914 33.4144824, -111.9278641 33.4144818, -111.9278629 33.4143999, -111.927904 33.4143995, -111.9279035 33.4143893, -111.9279426 33.41439, -111.9279411 33.4144817, -111.9280628 33.4144808, -111.9280642 33.4145514))",POINT (-111.9277729 33.4144933),595.9,6414.1
Adelphi Commons (East),153,257007823,,residential,,,,"POLYGON ((-111.9276419 33.4143727, -111.9274986 33.4143706, -111.9274975 33.4138238, -111.9276381 33.4138242, -111.9276376 33.4139066, -111.9275775 33.4139086, -111.9275795 33.414006, -111.9276875 33.4140046, -111.9276884 33.4140363, -111.9276783 33.4140372, -111.9276801 33.4140707, -111.9275801 33.4140715, -111.9275793 33.4141242, -111.92768 33.4141237, -111.9276797 33.4141567, -111.9276872 33.4141562, -111.927687 33.4141882, -111.9275814 33.4141884, -111.9275803 33.4142841, -111.9276416 33.414285, -111.9276419 33.4143727))",POINT (-111.9275678 33.4140993),705.8,7597.2
Adelphi Commons (Mail Facility),154,257007824,,yes,,,,"POLYGON ((-111.9280304 33.4139869, -111.9278531 33.4139885, -111.9278493 33.4136932, -111.9278968 33.4136927, -111.9278961 33.4136411, -111.9280259 33.4136399, -111.9280304 33.4139869))",POINT (-111.9279423 33.4138203),608.9,6554.1
Adelphi Commons (Southwest),155,257007826,,residential,,,,"POLYGON ((-111.9284005 33.413698, -111.9283895 33.4129981, -111.9282615 33.4129995, -111.9282625 33.4130829, -111.9283275 33.4130822, -111.9283295 33.4131741, -111.9282015 33.4131755, -111.9282035 33.4132437, -111.9283065 33.4132425, -111.9283075 33.4132893, -111.9282045 33.4132904, -111.9282055 33.4133683, -111.9283245 33.4133669, -111.9283265 33.413449, -111.9282585 33.4134498, -111.9282605 33.4135224, -111.9283225 33.4135217, -111.9283235 33.4136297, -111.9282155 33.4136309, -111.9282165 33.4137, -111.9284005 33.413698))",POINT (-111.9283239 33.413355),875.6,9424.5
Adelphi Commons (South),156,257007828,,residential,,,,"POLYGON ((-111.9280221 33.413528, -111.9278863 33.4135279, -111.9278869 33.4129839, -111.9280307 33.412984, -111.9280306 33.4130801, -111.9279773 33.41308, -111.9279772 33.4131651, -111.9280684 33.4131651, -111.9280683 33.4132336, -111.9279732 33.4132335, -111.9279732 33.4132872, -111.9280762 33.4132873, -111.9280761 33.4133619, -111.9279445 33.4133618, -111.9279444 33.4134558, -111.9280222 33.4134559, -111.9280221 33.413528))",POINT (-111.9279578 33.4132458),700.9,7544.6
Adelphi II Commons West,157,257007829,,residential,,,,"POLYGON ((-111.9277852 33.4129534, -111.9274492 33.4129513, -111.9274482 33.4130095, -111.9274942 33.4130159, -111.9274892 33.4131881, -111.9274162 33.4131868, -111.9274142 33.4132567, -111.9274832 33.4132579, -111.9274802 33.4133671, -111.9274372 33.4133663, -111.9274482 33.4134218, -111.9275942 33.4134232, -111.9275952 33.4133635, -111.9277832 33.4133652, -111.9277842 33.4133017, -111.9275352 33.4132995, -111.9275362 33.4132331, -111.9275752 33.4132334, -111.9275752 33.4131834, -111.9277782 33.4131848, -111.9277792 33.4131333, -111.9275792 33.413132, -111.9275802 33.41301, -111.9277852 33.4130114, -111.9277852 33.4129534))",POINT (-111.9275849 33.4131808),887.0,9547.7
Adelphi II Commons East,158,257007831,,residential,,,,"POLYGON ((-111.9272814 33.4134102, -111.9272804 33.4133627, -111.9272574 33.4133628, -111.9272574 33.4132442, -111.9273064 33.4132439, -111.9273054 33.4131915, -111.9272544 33.4131918, -111.9272524 33.4130137, -111.9272944 33.4130134, -111.9272934 33.4129429, -111.9269534 33.4129448, -111.9269544 33.4130298, -111.9271394 33.4130287, -111.9271404 33.4131215, -111.9269424 33.4131226, -111.9269434 33.4132118, -111.9271304 33.4132108, -111.9271304 33.4132452, -111.9272324 33.4132447, -111.9272334 33.413302, -111.9269634 33.4133035, -111.9269634 33.4133594, -111.9271564 33.4133584, -111.9271564 33.4134108, -111.9272814 33.4134102))",POINT (-111.9271365 33.4131518),1008.1,10851.3
Adelphi II Commons Community Center,159,257007832,,yes,,,,"POLYGON ((-111.9277839 33.4135495, -111.9277839 33.4134664, -111.9275039 33.4134673, -111.9275039 33.4135741, -111.9276169 33.4135738, -111.9276169 33.41355, -111.9277839 33.4135495))",POINT (-111.9276353 33.4135139),267.5,2878.9
,160,257007833,,roof,fuel,,,"POLYGON ((-111.926639 33.4145453, -111.9267473 33.4144535, -111.9266558 33.414379, -111.9265484 33.4144708, -111.926639 33.4145453))",POINT (-111.9266477 33.4144621),169.0,1818.9
,161,257007834,,yes,,,,"POLYGON ((-111.926837 33.4143221, -111.9268364 33.4142004, -111.9266845 33.4142016, -111.9266851 33.414253, -111.9267631 33.4143228, -111.926837 33.4143221))",POINT (-111.9267695 33.4142553),162.2,1745.7
,162,257007835,,yes,,,,"POLYGON ((-111.9272695 33.4146095, -111.9272656 33.4143115, -111.9270863 33.4143131, -111.9270902 33.4146111, -111.9272695 33.4146095))",POINT (-111.9271779 33.4144613),550.8,5929.2
,163,257008991,,retail,,,,"POLYGON ((-111.9174603 33.4195443, -111.9172532 33.4195405, -111.9171159 33.4195518, -111.9169651 33.4195687, -111.9168368 33.4195893, -111.9168323 33.4194409, -111.9170101 33.4194503, -111.9172667 33.4194823, -111.917458 33.4195104, -111.9174603 33.4195443))",POINT (-111.9170743 33.419511),550.0,5920.4
,164,257008992,,retail,,,,"POLYGON ((-111.916686 33.4196194, -111.9166822 33.419521, -111.9166265 33.4195225, -111.9166209 33.4193783, -111.9164475 33.419383, -111.9164499 33.4194431, -111.9160511 33.4194539, -111.9160524 33.4194869, -111.9156749 33.4194971, -111.9156786 33.419591, -111.9157969 33.4195878, -111.9157979 33.4196128, -111.9156046 33.4196181, -111.915465 33.419622, -111.9154741 33.4198454, -111.9158792 33.419834, -111.9158825 33.4199162, -111.9161661 33.4197904, -111.9161633 33.4197559, -111.9162377 33.4197517, -111.9162342 33.4197078, -111.916354 33.419701, -111.9163502 33.4196543, -111.916569 33.4196419, -111.916686 33.4196194))",POINT (-111.9160502 33.4196341),3551.5,38228.3
,165,257008993,,retail,,,,"POLYGON ((-111.915329 33.4198713, -111.9153287 33.4196797, -111.9148122 33.4196803, -111.9148125 33.4198719, -111.915329 33.4198713))",POINT (-111.9150706 33.4197758),1020.0,10979.6
,166,257008994,,yes,,,,"POLYGON ((-111.9153323 33.4201651, -111.915331 33.4199971, -111.9148101 33.4199998, -111.9148113 33.4201678, -111.9153323 33.4201651))",POINT (-111.9150712 33.4200825),902.1,9710.5
,167,257008995,,yes,,,,"POLYGON ((-111.9157222 33.4206503, -111.9157205 33.4203746, -111.9156957 33.4203464, -111.9156327 33.420337, -111.9152996 33.4204723, -111.9149147 33.4205267, -111.9148855 33.4205512, -111.9148861 33.420654, -111.9157222 33.4206503))",POINT (-111.9153754 33.4205397),1767.7,19027.7
,168,257008996,,yes,,,,"POLYGON ((-111.9175079 33.4200474, -111.917263 33.4197366, -111.9170896 33.4198318, -111.9173345 33.4201426, -111.9175079 33.4200474))",POINT (-111.9172987 33.4199396),795.8,8566.0
,169,257008997,,yes,,,,"POLYGON ((-111.9167709 33.4199415, -111.9166879 33.4199708, -111.9167512 33.420096, -111.916493 33.420187, -111.916377 33.4199579, -111.9167183 33.4198376, -111.9167709 33.4199415))",POINT (-111.9165818 33.4200113),823.5,8864.0
,170,257008998,,yes,,,,"POLYGON ((-111.9164186 33.4201935, -111.9163436 33.4200224, -111.9160217 33.4201207, -111.9160778 33.4202485, -111.9160192 33.4202664, -111.9161001 33.4204511, -111.9162129 33.4204166, -111.9161902 33.4203648, -111.9163706 33.4203097, -111.9163314 33.4202202, -111.9164186 33.4201935))",POINT (-111.9162061 33.4202216),1048.5,11286.2
,171,257008999,,yes,,,,"POLYGON ((-111.9163827 33.4206415, -111.9163016 33.4204621, -111.9160205 33.4205507, -111.9160613 33.420641, -111.9160163 33.4206552, -111.9160957 33.4208306, -111.9163221 33.4207593, -111.9163101 33.4207328, -111.9163828 33.4207099, -111.9163557 33.42065, -111.9163827 33.4206415))",POINT (-111.9161985 33.4206452),922.6,9930.6
,172,257009000,,yes,,,,"POLYGON ((-111.9169962 33.4205831, -111.9168898 33.4203499, -111.9167346 33.4203992, -111.9167089 33.420343, -111.916545 33.4203951, -111.9166387 33.4206005, -111.9168064 33.4205472, -111.9168448 33.4206312, -111.9169962 33.4205831))",POINT (-111.9167728 33.4204813),820.8,8835.4
