name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2
,1219,958940294,,yes,,,,"POLYGON ((-111.914624 33.416284, -111.914624 33.4164, -111.914734 33.4164, -111.914734 33.416369, -111.914798 33.416369, -111.914798 33.416284, -111.914624 33.416284))",POINT (-111.914705 33.4163374),187.6,2019.3
,1220,958940295,,yes,,,,"POLYGON ((-111.914581 33.416284, -111.914442 33.416284, -111.914442 33.416456, -111.914581 33.416456, -111.914581 33.416284))",POINT (-111.9145115 33.41637),246.4,2652.7
,1221,958940590,,yes,,,,"POLYGON ((-111.914211 33.416284, -111.914211 33.416409, -111.914391 33.416409, -111.914391 33.416284, -111.914211 33.416284))",POINT (-111.914301 33.4163465),231.9,2496.4
,1222,958940591,,yes,,,,"POLYGON ((-111.91398 33.41629, -111.91398 33.416405, -111.914055 33.416405, -111.914055 33.416402, -111.914181 33.416402, -111.914181 33.41629, -111.91398 33.41629))",POINT (-111.9140799 33.4163466),234.4,2522.7
,1223,958940592,,yes,,,,"POLYGON ((-111.914181 33.416794, -111.914181 33.416671, -111.914007 33.416671, -111.914007 33.416794, -111.914181 33.416794))",POINT (-111.914094 33.4167325),220.6,2374.6
,1224,958940593,,yes,,,,"POLYGON ((-111.914383 33.416675, -111.914222 33.416675, -111.914222 33.416801, -111.914383 33.416801, -111.914383 33.416675))",POINT (-111.9143025 33.416738),209.1,2250.8
,1225,958940594,,yes,,,,"POLYGON ((-111.914412 33.416785, -111.914578 33.416785, -111.914578 33.4167, -111.914412 33.4167, -111.914412 33.416785))",POINT (-111.914495 33.4167425),145.4,1565.5
,1226,958940595,,yes,,,,"POLYGON ((-111.914782 33.416675, -111.914651 33.416675, -111.914651 33.416805, -111.914782 33.416805, -111.914782 33.416675))",POINT (-111.9147165 33.41674),175.5,1889.5
,1227,958940596,,yes,,,,"POLYGON ((-111.914991 33.416792, -111.914991 33.416689, -111.914836 33.416689, -111.914836 33.416792, -111.914991 33.416792))",POINT (-111.9149135 33.4167405),164.6,1771.4
,1228,958940597,,yes,,,,"POLYGON ((-111.915187 33.416702, -111.915032 33.416702, -111.915032 33.416801, -111.915187 33.416801, -111.915187 33.416702))",POINT (-111.9151095 33.4167515),158.2,1702.6
,1229,958940598,,yes,,,,"POLYGON ((-111.915396 33.416675, -111.91526 33.416675, -111.91526 33.416801, -111.915396 33.416801, -111.915396 33.416675))",POINT (-111.915328 33.416738),176.6,1901.3
,1230,958940599,,yes,,,,"POLYGON ((-111.915641 33.416796, -111.915834 33.416796, -111.915834 33.416702, -111.915771 33.416702, -111.915771 33.416655, -111.915641 33.416655, -111.915641 33.416796))",POINT (-111.9157296 33.4167312),250.0,2690.8
,1231,958940600,,yes,,,,"POLYGON ((-111.915447 33.416801, -111.915614 33.416801, -111.915614 33.416709, -111.915565 33.416709, -111.915565 33.416615, -111.915447 33.416615, -111.915447 33.416801))",POINT (-111.9155202 33.416716),272.7,2935.4
,1232,958940601,,yes,,,,"POLYGON ((-111.916006 33.416809, -111.916004 33.416681, -111.915872 33.416682, -111.915874 33.41681, -111.916006 33.416809))",POINT (-111.915939 33.4167455),174.2,1874.9
,1233,958940602,,yes,,,,"POLYGON ((-111.916067 33.416799, -111.916228 33.416799, -111.916228 33.416709, -111.916067 33.416709, -111.916067 33.416799))",POINT (-111.9161475 33.416754),149.4,1607.7
,1234,958940603,,yes,,,,"POLYGON ((-111.916448 33.416792, -111.916448 33.416673, -111.916271 33.416673, -111.916271 33.416792, -111.916448 33.416792))",POINT (-111.9163595 33.4167325),217.1,2337.0
,1235,958940604,,yes,,,,"POLYGON ((-111.916563 33.416786, -111.916738 33.416787, -111.916738 33.41667, -111.916564 33.41667, -111.916563 33.416786))",POINT (-111.9166509 33.4167283),209.6,2255.6
,1236,958940605,,yes,,,,"POLYGON ((-111.916955 33.416808, -111.916955 33.416711, -111.91678 33.416711, -111.91678 33.416808, -111.916955 33.416808))",POINT (-111.9168675 33.4167595),175.0,1883.4
,1237,958940606,,yes,,,,"POLYGON ((-111.917 33.416689, -111.917 33.41679, -111.917167 33.41679, -111.917167 33.416689, -111.917 33.416689))",POINT (-111.9170835 33.4167395),173.9,1871.4
,1238,958940607,,yes,,,,"POLYGON ((-111.917223 33.416803, -111.917395 33.416803, -111.917395 33.416691, -111.917223 33.416691, -111.917223 33.416803))",POINT (-111.917309 33.416747),198.6,2137.4
,1239,958940608,,yes,,,,"POLYGON ((-111.917435 33.41666, -111.917435 33.41679, -111.917617 33.41679, -111.917617 33.41666, -111.917435 33.41666))",POINT (-111.917526 33.416725),243.9,2625.1
,1240,958940609,,yes,,,,"POLYGON ((-111.917086 33.416421, -111.917521 33.416427, -111.917523 33.416316, -111.917088 33.41631, -111.917086 33.416421))",POINT (-111.9173045 33.4163685),497.8,5358.7
,1241,958940610,,yes,,,,"POLYGON ((-111.917512 33.416242, -111.917512 33.415877, -111.917371 33.415877, -111.917372 33.416242, -111.917512 33.416242))",POINT (-111.9174417 33.4160593),528.6,5690.0
,1242,958940611,,yes,,,,"POLYGON ((-111.917244 33.41599, -111.917244 33.415881, -111.91703 33.415881, -111.91703 33.41599, -111.917244 33.41599))",POINT (-111.917137 33.4159355),240.4,2588.1
,1243,958940612,,yes,,,,"POLYGON ((-111.91692 33.416239, -111.916927 33.415878, -111.916798 33.415876, -111.916792 33.416237, -111.91692 33.416239))",POINT (-111.9168593 33.4160573),478.3,5148.4
,1244,958940613,,yes,,,,"POLYGON ((-111.916778 33.416429, -111.916992 33.416429, -111.916992 33.416319, -111.916778 33.416319, -111.916778 33.416429))",POINT (-111.916885 33.416374),242.6,2611.8
,1245,958940615,,yes,,,,"POLYGON ((-111.913701 33.414289, -111.9137 33.414408, -111.913845 33.414409, -111.913844 33.414418, -111.914113 33.414421, -111.914114 33.414293, -111.913701 33.414289))",POINT (-111.9139104 33.4143534),530.8,5713.1
,1246,958940616,,yes,,,,"POLYGON ((-111.91258 33.414108, -111.91258 33.414303, -111.912816 33.414303, -111.912815 33.414391, -111.912915 33.414391, -111.912915 33.414411, -111.913349 33.414412, -111.913349 33.414356, -111.9136 33.414357, -111.9136 33.414164, -111.913339 33.414164, -111.913339 33.41411, -111.91258 33.414108))",POINT (-111.9130886 33.4142496),2605.9,28049.4
,1247,958940617,,yes,,,,"POLYGON ((-111.913331 33.414031, -111.91346 33.414031, -111.91346 33.413957, -111.913331 33.413957, -111.913331 33.414031))",POINT (-111.9133955 33.413994),98.4,1059.2
,1248,958940618,,yes,,,,"POLYGON ((-111.914541 33.41426, -111.914399 33.41426, -111.914399 33.414508, -111.914541 33.414508, -111.914541 33.41426))",POINT (-111.91447 33.414384),363.0,3907.4
,1249,958940619,,yes,,,,"POLYGON ((-111.914907 33.414148, -111.914784 33.414147, -111.914784 33.414144, -111.914677 33.414143, -111.914675 33.414571, -111.914905 33.414572, -111.914907 33.414148))",POINT (-111.9147908 33.4143586),1009.7,10868.5
,1250,958940620,,yes,,,,"POLYGON ((-111.915248 33.414255, -111.915247 33.414437, -111.9154 33.414437, -111.9154 33.41435, -111.915679 33.41435, -111.915679 33.414448, -111.915186 33.414448, -111.915186 33.414578, -111.915628 33.414578, -111.915628 33.414515, -111.915674 33.414516, -111.915674 33.414545, -111.915816 33.414545, -111.915816 33.414207, -111.915645 33.414207, -111.915645 33.414256, -111.915248 33.414255))",POINT (-111.9155189 33.4144083),1680.7,18091.2
,1251,958940621,,yes,,,,"POLYGON ((-111.914898 33.413942, -111.914898 33.414022, -111.915002 33.414022, -111.915002 33.413942, -111.914898 33.413942))",POINT (-111.91495 33.413982),85.8,923.2
,1252,958940622,,yes,,,,"POLYGON ((-111.914777 33.413693, -111.914597 33.413693, -111.914597 33.413781, -111.914777 33.413781, -111.914777 33.413693))",POINT (-111.914687 33.413737),163.3,1757.5
,1253,958940623,,yes,,,,"POLYGON ((-111.914412 33.413698, -111.914412 33.413899, -111.914525 33.413899, -111.914525 33.413698, -111.914412 33.413698))",POINT (-111.9144685 33.4137985),234.1,2520.1
,1254,958940624,,yes,,,,"POLYGON ((-111.915002 33.413704, -111.914825 33.413704, -111.914825 33.41379, -111.914887 33.41379, -111.914887 33.413846, -111.915002 33.413846, -111.915002 33.413704))",POINT (-111.9149227 33.4137681),223.3,2403.5
,1255,958940625,,yes,,,,"POLYGON ((-111.915112 33.413843, -111.91523 33.413843, -111.91523 33.413707, -111.915045 33.413707, -111.915045 33.413796, -111.915112 33.413796, -111.915112 33.413843))",POINT (-111.9151459 33.4137686),226.9,2442.3
,1256,958940626,,yes,,,,"POLYGON ((-111.915267 33.413816, -111.915449 33.413816, -111.915449 33.413721, -111.915267 33.41372, -111.915267 33.413816))",POINT (-111.9153578 33.4137682),179.2,1928.5
,1257,958940627,,yes,,,,"POLYGON ((-111.915479 33.413854, -111.915683 33.413857, -111.915687 33.413691, -111.915633 33.41369, -111.915632 33.413733, -111.915482 33.41373, -111.915479 33.413854))",POINT (-111.9155889 33.4137869),283.7,3053.3
,1258,958940628,,yes,,,,"POLYGON ((-111.915708 33.413738, -111.915708 33.413823, -111.915823 33.413823, -111.915823 33.413863, -111.915898 33.413863, -111.915898 33.413738, -111.915708 33.413738))",POINT (-111.915812 33.4137903),197.4,2124.8
,1259,958940629,,yes,,,,"POLYGON ((-111.91593 33.413837, -111.915992 33.413837, -111.915992 33.413879, -111.916115 33.413879, -111.916115 33.413749, -111.91593 33.413749, -111.91593 33.413837))",POINT (-111.91603 33.4138087),221.1,2379.6
,1260,958940630,,yes,,,,"POLYGON ((-111.916341 33.413751, -111.916158 33.413751, -111.916158 33.413834, -111.916217 33.413834, -111.916217 33.413881, -111.916341 33.413881, -111.916341 33.413751))",POINT (-111.9162577 33.4138105),216.6,2332.0
,1261,958940631,,yes,,,,"POLYGON ((-111.916561 33.41376, -111.916381 33.41376, -111.916381 33.413841, -111.916469 33.413841, -111.916469 33.413879, -111.916561 33.413879, -111.916561 33.41376))",POINT (-111.9164795 33.413812),186.3,2005.6
,1262,958940632,,yes,,,,"POLYGON ((-111.916295 33.413942, -111.916295 33.414011, -111.916351 33.414011, -111.916351 33.413942, -111.916295 33.413942))",POINT (-111.916323 33.4139765),39.8,428.7
,1263,958940633,,yes,,,,"POLYGON ((-111.916789 33.413852, -111.916789 33.413765, -111.916603 33.413765, -111.916603 33.413852, -111.916789 33.413852))",POINT (-111.916696 33.4138085),166.8,1795.5
,1264,958940634,,yes,,,,"POLYGON ((-111.916898 33.413877, -111.917009 33.413877, -111.917009 33.413758, -111.916829 33.413758, -111.916829 33.413837, -111.916898 33.413837, -111.916898 33.413877))",POINT (-111.9169272 33.4138117),192.4,2070.4
,1265,958940635,,yes,,,,"POLYGON ((-111.916998 33.41394, -111.916907 33.41394, -111.916907 33.414013, -111.916998 33.414013, -111.916998 33.41394))",POINT (-111.9169525 33.4139765),68.5,737.1
,1266,958940636,,yes,,,,"POLYGON ((-111.917518 33.413953, -111.917518 33.414016, -111.917628 33.414016, -111.917628 33.413953, -111.917518 33.413953))",POINT (-111.917573 33.4139845),71.4,768.9
,1267,958940637,,yes,,,,"POLYGON ((-111.917295 33.413839, -111.917295 33.413969, -111.917236 33.413969, -111.917236 33.414013, -111.9174 33.414013, -111.9174 33.413839, -111.917295 33.413839))",POINT (-111.9173373 33.4139341),215.1,2315.2
,1268,958940638,,yes,,,,"POLYGON ((-111.917298 33.413805, -111.917403 33.413805, -111.917403 33.413651, -111.917298 33.413651, -111.917298 33.413805))",POINT (-111.9173505 33.413728),166.7,1794.2
,1269,958940639,,yes,,,,"POLYGON ((-111.91744 33.413542, -111.917438 33.413437, -111.91724 33.41344, -111.917241 33.413488, -111.91729 33.413487, -111.917292 33.413602, -111.917399 33.413601, -111.917398 33.413543, -111.91744 33.413542))",POINT (-111.9173499 33.413509),249.6,2686.5
,1270,958940640,,yes,,,,"POLYGON ((-111.917293 33.413237, -111.917293 33.413393, -111.917491 33.413393, -111.917491 33.413317, -111.91744 33.413317, -111.91744 33.413237, -111.917293 33.413237))",POINT (-111.9173808 33.4133208),276.3,2974.5
,1271,958940727,,yes,,,,"POLYGON ((-111.917493 33.413053, -111.917358 33.413013, -111.917296 33.413159, -111.917431 33.413199, -111.917493 33.413053))",POINT (-111.9173945 33.413106),228.7,2462.1
,1272,958940728,,yes,,,,"POLYGON ((-111.916985 33.41335, -111.916831 33.413347, -111.916828 33.413467, -111.916879 33.413468, -111.916878 33.413506, -111.917003 33.413508, -111.917006 33.413399, -111.917055 33.4134, -111.917057 33.41333, -111.916986 33.413329, -111.916985 33.41335))",POINT (-111.9169356 33.4134151),306.9,3303.5
,1273,958940729,,yes,,,,"POLYGON ((-111.916665 33.41334, -111.916665 33.413384, -111.916606 33.413384, -111.916606 33.413469, -111.916786 33.413469, -111.916786 33.41334, -111.916665 33.41334))",POINT (-111.9167036 33.4134098),212.6,2288.4
,1274,958940730,,yes,,,,"POLYGON ((-111.916542 33.413304, -111.916389 33.413304, -111.916389 33.41346, -111.916542 33.41346, -111.916542 33.413304))",POINT (-111.9164655 33.413382),246.0,2648.3
,1275,958940731,,yes,,,,"POLYGON ((-111.916166 33.413456, -111.916338 33.413456, -111.916338 33.413355, -111.916166 33.413355, -111.916166 33.413456))",POINT (-111.916252 33.4134055),179.1,1927.5
,1276,958940732,,yes,,,,"POLYGON ((-111.915941 33.41336, -111.915941 33.413445, -111.916129 33.413445, -111.916129 33.413319, -111.916003 33.413319, -111.916003 33.41336, -111.915941 33.41336))",POINT (-111.9160426 33.4133871),218.0,2346.3
,1277,958940733,,yes,,,,"POLYGON ((-111.915777 33.413318, -111.915777 33.413353, -111.915724 33.413353, -111.915724 33.413438, -111.915922 33.413438, -111.915922 33.413318, -111.915777 33.413318))",POINT (-111.9158291 33.4133816),225.8,2430.5
,1278,958940734,,yes,,,,"POLYGON ((-111.915327 33.413342, -111.915276 33.413342, -111.915276 33.413425, -111.915447 33.413425, -111.915447 33.413306, -111.915327 33.413306, -111.915327 33.413342))",POINT (-111.9153675 33.4133696),190.8,2054.1
,1279,958940735,,yes,,,,"POLYGON ((-111.915236 33.413418, -111.915236 33.41327, -111.915115 33.41327, -111.915115 33.413324, -111.91505 33.413324, -111.91505 33.413418, -111.915236 33.413418))",POINT (-111.9151518 33.4133509),247.6,2665.0
,1280,958940736,,yes,,,,"POLYGON ((-111.915684 33.413317, -111.915561 33.413314, -111.915564 33.413245, -111.915504 33.413244, -111.915497 33.413427, -111.91568 33.413432, -111.915684 33.413317))",POINT (-111.9155811 33.4133569),258.8,2786.1
,1281,958940737,,yes,,,,"POLYGON ((-111.915238 33.413136, -111.915147 33.413136, -111.915147 33.413174, -111.915238 33.413174, -111.915238 33.413136))",POINT (-111.9151925 33.413155),35.6,383.7
,1282,958940738,,yes,,,,"POLYGON ((-111.914831 33.4134, -111.915021 33.4134, -111.915021 33.41331, -111.914973 33.41331, -111.914973 33.413257, -111.914831 33.413257, -111.914831 33.4134))",POINT (-111.9149187 33.4133331),253.9,2732.4
,1283,958940739,,yes,,,,"POLYGON ((-111.914724 33.413212, -111.914617 33.413212, -111.914615 33.41339, -111.914779 33.413391, -111.914779 33.413303, -111.914723 33.413303, -111.914724 33.413212))",POINT (-111.9146863 33.4133106),247.9,2668.0
,1284,958940740,,yes,,,,"POLYGON ((-111.91456 33.413268, -111.91438 33.413268, -111.91438 33.413387, -111.91456 33.413387, -111.91456 33.413268))",POINT (-111.91447 33.4133275),220.8,2376.7
,1285,958940741,,yes,,,,"POLYGON ((-111.9143762 33.4128329, -111.9145578 33.4128429, -111.9145658 33.4127421, -111.9143842 33.4127321, -111.9143762 33.4128329))",POINT (-111.914471 33.4127875),189.5,2040.0
,1286,958940742,,yes,,,,"POLYGON ((-111.914594 33.412742, -111.914594 33.412831, -111.914656 33.412831, -111.914656 33.412878, -111.914777 33.412878, -111.914777 33.412742, -111.914594 33.412742))",POINT (-111.9146935 33.4128041),226.5,2438.2
,1287,958940743,,yes,,,,"POLYGON ((-111.9150059 33.4127611, -111.9148214 33.4127492, -111.9148131 33.4128389, -111.9149976 33.4128508, -111.9150059 33.4127611))",POINT (-111.9149095 33.4128),171.6,1847.3
,1288,958940744,,yes,,,,"POLYGON ((-111.915234 33.412789, -111.915048 33.412772, -111.915036 33.412867, -111.915086 33.412872, -111.915082 33.412905, -111.915217 33.412917, -111.915234 33.412789))",POINT (-111.9151382 33.4128415),230.9,2485.4
,1289,958940745,,yes,,,,"POLYGON ((-111.915322 33.412979, -111.915419 33.412987, -111.915441 33.412817, -111.915269 33.412802, -111.915258 33.412888, -111.915333 33.412895, -111.915322 33.412979))",POINT (-111.9153588 33.4128839),239.4,2576.6
,1290,958940746,,yes,,,,"POLYGON ((-111.915496 33.412829, -111.915474 33.412919, -111.915648 33.41295, -111.915671 33.41286, -111.915496 33.412829))",POINT (-111.9155723 33.4128895),169.1,1820.0
,1291,958940747,,yes,,,,"POLYGON ((-111.915683 33.413003, -111.915865 33.413028, -111.915891 33.412904, -111.915708 33.412879, -111.915683 33.413003))",POINT (-111.9157868 33.4129534),239.8,2581.7
,1292,958940748,,yes,,,,"POLYGON ((-111.916203 33.412913, -111.916198 33.413036, -111.91638 33.413041, -111.916385 33.412918, -111.916203 33.412913))",POINT (-111.9162915 33.412977),231.0,2486.7
,1293,958940749,,yes,,,,"POLYGON ((-111.915964 33.412911, -111.915959 33.412996, -111.916013 33.412998, -111.91601 33.413044, -111.916125 33.413049, -111.916133 33.412919, -111.915964 33.412911))",POINT (-111.9160521 33.4129751),202.0,2173.9
,1294,958940750,,yes,,,,"POLYGON ((-111.916644 33.41304, -111.916644 33.412925, -111.916472 33.412925, -111.916472 33.41301, -111.916536 33.41301, -111.916536 33.41304, -111.916644 33.41304))",POINT (-111.9165638 33.4129779),184.1,1981.7
,1295,958940751,,yes,,,,"POLYGON ((-111.916893 33.412886, -111.916717 33.412905, -111.91673 33.412994, -111.916907 33.412974, -111.916893 33.412886))",POINT (-111.9168116 33.4129398),163.7,1762.4
,1296,958940752,,yes,,,,"POLYGON ((-111.915295 33.412506, -111.915477 33.412527, -111.915491 33.41244, -111.91531 33.412419, -111.915295 33.412506))",POINT (-111.9153932 33.412473),165.9,1785.9
,1297,958940753,,yes,,,,"POLYGON ((-111.915205 33.412493, -111.9152 33.412525, -111.915258 33.412531, -111.915281 33.412378, -111.915081 33.412356, -111.915062 33.412478, -111.915205 33.412493))",POINT (-111.9151758 33.4124337),274.6,2955.5
,1298,958940754,,yes,,,,"POLYGON ((-111.91503 33.412336, -111.914845 33.412328, -111.914837 33.412464, -111.915022 33.412472, -111.91503 33.412336))",POINT (-111.9149335 33.4124),260.0,2798.8
,1299,958940755,,yes,,,,"POLYGON ((-111.914608 33.412323, -111.914608 33.412455, -111.914788 33.412455, -111.914788 33.412323, -111.914608 33.412323))",POINT (-111.914698 33.412389),244.9,2636.4
,1300,958940756,,yes,,,,"POLYGON ((-111.91457 33.412312, -111.914473 33.412312, -111.914473 33.412253, -111.914379 33.412253, -111.914378 33.412447, -111.914569 33.412448, -111.91457 33.412312))",POINT (-111.9144655 33.4123626),324.3,3490.3
,1301,958940757,,yes,,,,"POLYGON ((-111.914482 33.412068, -111.914578 33.412068, -111.914578 33.411994, -111.914482 33.411994, -111.914482 33.412068))",POINT (-111.91453 33.412031),73.2,788.2
,1302,958940758,,yes,,,,"POLYGON ((-111.914377 33.411853, -111.914557 33.411853, -111.914557 33.411768, -111.914377 33.411768, -111.914377 33.411853))",POINT (-111.914467 33.4118105),157.7,1697.7
,1303,958940759,,yes,,,,"POLYGON ((-111.914785 33.411848, -111.914785 33.41177, -111.914613 33.41177, -111.914613 33.411886, -111.914747 33.411886, -111.914747 33.411848, -111.914785 33.411848))",POINT (-111.9146938 33.411825),190.8,2053.6
,1304,958940760,,yes,,,,"POLYGON ((-111.914885 33.411785, -111.914867 33.411866, -111.915021 33.41189, -111.915039 33.411809, -111.914885 33.411785))",POINT (-111.914953 33.4118375),133.0,1432.0
,1305,958940761,,yes,,,,"POLYGON ((-111.915136 33.411944, -111.915286 33.411983, -111.91532 33.411894, -111.91517 33.411854, -111.915136 33.411944))",POINT (-111.9152279 33.4119187),152.2,1638.6
,1306,958940762,,yes,,,,"POLYGON ((-111.914088 33.412079, -111.914173 33.412079, -111.914173 33.412003, -111.914088 33.412003, -111.914088 33.412079))",POINT (-111.9141305 33.412041),66.6,716.8
,1307,958940763,,yes,,,,"POLYGON ((-111.913983 33.411788, -111.913983 33.41188, -111.914031 33.41188, -111.914031 33.411922, -111.914133 33.411922, -111.914133 33.411788, -111.913983 33.411788))",POINT (-111.9140637 33.4118499),186.4,2006.6
,1308,958940764,,yes,,,,"POLYGON ((-111.913733 33.411938, -111.913876 33.411938, -111.913876 33.411804, -111.913733 33.411804, -111.913733 33.411938))",POINT (-111.9138045 33.411871),197.5,2126.2
,1309,958940765,,yes,,,,"POLYGON ((-111.913452 33.411779, -111.91328 33.411779, -111.91328 33.411882, -111.913452 33.411882, -111.913452 33.411779))",POINT (-111.913366 33.4118305),182.6,1965.7
,1310,958940766,,yes,,,,"POLYGON ((-111.913044 33.411857, -111.913103 33.411857, -111.913103 33.411898, -111.913227 33.411898, -111.913227 33.411772, -111.913044 33.411772, -111.913044 33.411857))",POINT (-111.9131428 33.41183),212.8,2290.1
,1311,958940767,,yes,,,,"POLYGON ((-111.913656 33.411799, -111.913519 33.411799, -111.913519 33.411886, -111.913656 33.411886, -111.913656 33.411799))",POINT (-111.9135875 33.4118425),122.9,1322.5
,1312,958940768,,yes,,,,"POLYGON ((-111.913004 33.411781, -111.912819 33.411781, -111.912819 33.411913, -111.913004 33.411913, -111.913004 33.411781))",POINT (-111.9129115 33.411847),251.7,2709.6
,1313,958940769,,yes,,,,"POLYGON ((-111.91261 33.411949, -111.912714 33.411949, -111.912714 33.411898, -111.912776 33.411898, -111.912776 33.411801, -111.91261 33.411801, -111.91261 33.411949))",POINT (-111.9126853 33.4118678),220.7,2375.2
,1314,958940770,,yes,,,,"POLYGON ((-111.912746 33.412341, -111.912788 33.412341, -111.912789 33.412278, -111.912559 33.412277, -111.912559 33.41235, -111.912601 33.41235, -111.9126 33.412425, -111.912745 33.412426, -111.912746 33.412341))",POINT (-111.912672 33.4123431),280.4,3018.1
,1315,958940771,,yes,,,,"POLYGON ((-111.912848 33.412289, -111.912848 33.412432, -111.913025 33.412432, -111.913025 33.412289, -111.912848 33.412289))",POINT (-111.9129365 33.4123605),260.9,2808.5
,1316,958940772,,yes,,,,"POLYGON ((-111.913074 33.412424, -111.913218 33.412424, -111.913218 33.412276, -111.913074 33.412276, -111.913074 33.412424))",POINT (-111.913146 33.41235),219.7,2364.7
,1317,958940773,,yes,,,,"POLYGON ((-111.913186 33.412151, -111.913031 33.412151, -111.913031 33.412247, -111.913186 33.412247, -111.913186 33.412151))",POINT (-111.9131085 33.412199),153.4,1651.1
,1318,958940774,,yes,,,,"POLYGON ((-111.913449 33.412325, -111.913307 33.412325, -111.913307 33.412417, -111.913449 33.412417, -111.913449 33.412325))",POINT (-111.913378 33.412371),134.7,1449.6
,1319,958940775,,yes,,,,"POLYGON ((-111.91368 33.41231, -111.913538 33.41231, -111.913538 33.412426, -111.91368 33.412426, -111.91368 33.41231))",POINT (-111.913609 33.412368),169.8,1827.7
,1320,958940776,,yes,,,,"POLYGON ((-111.914176 33.412274, -111.914053 33.412274, -111.914053 33.41231, -111.913991 33.41231, -111.913991 33.412439, -111.914128 33.412439, -111.914128 33.412339, -111.914176 33.412339, -111.914176 33.412274))",POINT (-111.9140753 33.412356),242.2,2606.7
,1321,958941018,,yes,,,,"POLYGON ((-111.913943 33.412426, -111.913943 33.412276, -111.913851 33.412276, -111.913851 33.412316, -111.913763 33.412316, -111.913763 33.412426, -111.913943 33.412426))",POINT (-111.9138599 33.4123592),242.0,2605.3
,1322,958941019,,yes,,,,"POLYGON ((-111.9155142 33.4120682, -111.9155786 33.4119385, -111.9154095 33.4118772, -111.9153396 33.4120109, -111.9155142 33.4120682))",POINT (-111.9154598 33.4119737),274.4,2953.1
,1323,958941020,,yes,,,,"POLYGON ((-111.915491 33.41162, -111.915666 33.41167, -111.915709 33.411566, -111.915533 33.411515, -111.915491 33.41162))",POINT (-111.9155997 33.4115927),211.2,2273.1
,1324,958941021,,yes,,,,"POLYGON ((-111.915743 33.411383, -111.915696 33.411471, -111.915769 33.411498, -111.915816 33.41141, -111.915743 33.411383))",POINT (-111.915756 33.4114405),79.3,853.6
,1325,958941022,,yes,,,,"POLYGON ((-111.915496 33.411481, -111.915393 33.411461, -111.915383 33.411495, -111.915312 33.411481, -111.915288 33.411568, -111.915462 33.411602, -111.915496 33.411481))",POINT (-111.915397 33.4115314),202.8,2182.8
,1326,958941023,,yes,,,,"POLYGON ((-111.915268 33.411463, -111.915102 33.411435, -111.915081 33.411519, -111.915248 33.411547, -111.915268 33.411463))",POINT (-111.9151747 33.411491),150.1,1615.6
,1327,958941024,,yes,,,,"POLYGON ((-111.914876 33.411495, -111.915029 33.411495, -111.915029 33.411398, -111.914876 33.411398, -111.914876 33.411495))",POINT (-111.9149525 33.4114465),153.0,1646.7
,1328,958941025,,yes,,,,"POLYGON ((-111.914813 33.411369, -111.914635 33.411368, -111.914634 33.411486, -111.914812 33.411487, -111.914813 33.411369))",POINT (-111.9147235 33.4114275),216.5,2330.7
,1329,958941026,,yes,,,,"POLYGON ((-111.914426 33.411485, -111.91459 33.411485, -111.91459 33.411376, -111.914532 33.411376, -111.914532 33.411288, -111.914426 33.411288, -111.914426 33.411485))",POINT (-111.9144981 33.4113967),280.4,3018.5
,1330,958941027,,yes,,,,"POLYGON ((-111.91436 33.411397, -111.914217 33.411396, -111.914217 33.411484, -111.914359 33.411484, -111.91436 33.411397))",POINT (-111.9142881 33.4114402),128.5,1383.5
,1331,958941028,,yes,,,,"POLYGON ((-111.914163 33.411387, -111.914002 33.411387, -111.914002 33.411479, -111.914163 33.411479, -111.914163 33.411387))",POINT (-111.9140825 33.411433),152.7,1643.5
,1332,958941029,,yes,,,,"POLYGON ((-111.913964 33.411483, -111.913964 33.411387, -111.913779 33.411387, -111.913779 33.411483, -111.913964 33.411483))",POINT (-111.9138715 33.411435),183.1,1970.6
,1333,958941030,,yes,,,,"POLYGON ((-111.913573 33.411394, -111.913573 33.411479, -111.91375 33.411479, -111.91375 33.411394, -111.913573 33.411394))",POINT (-111.9136615 33.4114365),155.1,1669.4
,1334,958941031,,yes,,,,"POLYGON ((-111.913355 33.411481, -111.913508 33.411481, -111.913508 33.411394, -111.913355 33.411394, -111.913355 33.411481))",POINT (-111.9134315 33.4114375),137.2,1477.0
,1335,958941032,,yes,,,,"POLYGON ((-111.913146 33.411477, -111.913312 33.411477, -111.913312 33.411354, -111.913208 33.411354, -111.913208 33.411394, -111.913146 33.411394, -111.913146 33.411477))",POINT (-111.9132362 33.4114212),184.9,1990.4
,1336,958941033,,yes,,,,"POLYGON ((-111.912988 33.411351, -111.912988 33.411492, -111.9131 33.411492, -111.9131 33.411351, -111.912988 33.411351))",POINT (-111.913044 33.4114215),162.8,1752.3
,1337,958941034,,yes,,,,"POLYGON ((-111.912969 33.411246, -111.913084 33.411246, -111.913084 33.411177, -111.912969 33.411177, -111.912969 33.411246))",POINT (-111.9130265 33.4112115),81.8,880.5
,1338,958941035,,yes,,,,"POLYGON ((-111.913661 33.411166, -111.913661 33.411233, -111.913755 33.411233, -111.913755 33.411166, -111.913661 33.411166))",POINT (-111.913708 33.4111995),64.9,698.8
,1339,958941036,,yes,,,,"POLYGON ((-111.912859 33.411488, -111.912859 33.411392, -111.912714 33.411392, -111.912714 33.411488, -111.912859 33.411488))",POINT (-111.9127865 33.41144),143.5,1544.5
